ID_Cliente,Data_Aquisicao,Canal_Aquisicao,Campanha_Aquisicao,Segmento,Regiao,Total_Pedidos,LTV,Status,Cohort
109063,2024-11-10,Google Ads,Lead_Generation,Mid-Market,MG,1,900.04,active,2024-11
109064,2024-11-10,Google Ads,Performance_Search,Mid-Market,PR,1,221.52,active,2024-11
109065,2024-11-10,Google Ads,Performance_Search,Enterprise,BA,1,1448.94,active,2024-11
109066,2024-11-10,Google Ads,Performance_Search,SMB,RS,1,275.68,active,2024-11
109067,2024-11-10,Google Ads,Performance_Search,Mid-Market,MG,1,355.56,active,2024-11
109068,2024-11-10,Google Ads,Performance_Search,SMB,SP,1,133.42,churned,2024-11
109069,2024-11-10,Google Ads,Performance_Search,SMB,MG,1,316.12,active,2024-11
109070,2024-11-10,Google Ads,Performance_Search,SMB,BA,2,350.69,active,2024-11
109071,2024-11-10,Google Ads,Performance_Search,SMB,SP,2,300.02,active,2024-11
109072,2024-11-10,Google Ads,Performance_Search,SMB,SP,1,388.07,active,2024-11
109073,2024-11-10,Google Ads,Performance_Search,SMB,PE,1,226.26,active,2024-11
109074,2024-11-10,Google Ads,Performance_Shopping,SMB,SP,1,129.08,churned,2024-11
109075,2024-11-10,Google Ads,Performance_Shopping,Enterprise,CE,1,678.3,churned,2024-11
109076,2024-11-10,Google Ads,Performance_Shopping,Mid-Market,PE,1,1377.88,active,2024-11
109077,2024-11-10,Google Ads,Performance_Shopping,Enterprise,SC,1,1095.57,active,2024-11
109078,2024-11-10,Google Ads,Performance_Shopping,SMB,PE,2,215.47,active,2024-11
109079,2024-11-10,Google Ads,Performance_Shopping,SMB,SP,1,260.45,active,2024-11
109080,2024-11-10,Google Ads,Performance_Shopping,Enterprise,SP,1,1019.7,active,2024-11
109081,2024-11-10,Google Ads,Performance_Shopping,SMB,SP,1,261.11,active,2024-11
109082,2024-11-10,Google Ads,Performance_Shopping,Mid-Market,RJ,1,292.08,active,2024-11
109083,2024-11-10,Google Ads,Performance_Shopping,SMB,BA,1,282.59,active,2024-11
109084,2024-11-10,Google Ads,Performance_Shopping,Mid-Market,SC,1,385.21,active,2024-11
109085,2024-11-10,Google Ads,Performance_Shopping,SMB,BA,1,290.41,active,2024-11
109086,2024-11-10,Google Ads,Performance_Shopping,SMB,BA,1,280.48,active,2024-11
109087,2024-11-10,Google Ads,Remarketing_Display,Mid-Market,CE,1,788.27,active,2024-11
109088,2024-11-10,Google Ads,Remarketing_Display,SMB,MG,1,322.51,active,2024-11
109089,2024-11-10,Google Ads,Remarketing_Display,Mid-Market,SC,1,844.16,active,2024-11
109090,2024-11-10,Google Ads,Remarketing_Display,SMB,RJ,1,317.29,active,2024-11
109091,2024-11-10,Google Ads,Remarketing_Display,Mid-Market,MG,1,204.12,active,2024-11
109092,2024-11-10,Google Ads,Remarketing_Display,SMB,SC,1,146.87,churned,2024-11
109093,2024-11-10,Google Ads,Remarketing_Display,SMB,PR,1,250.18,active,2024-11
109094,2024-11-10,Google Ads,Remarketing_Display,SMB,MG,1,116.44,churned,2024-11
109095,2024-11-10,Google Ads,Video_Awareness_Amplo,Enterprise,SP,1,936.69,active,2024-11
109096,2024-11-10,Google Ads,Video_Awareness_Amplo,Mid-Market,ES,1,363.41,active,2024-11
109097,2024-11-10,Meta Ads,Display_Generico,Mid-Market,PE,1,277.71,active,2024-11
109098,2024-11-10,Meta Ads,Display_Generico,Mid-Market,SP,1,398.71,active,2024-11
109099,2024-11-10,Meta Ads,Display_Generico,SMB,SP,1,122.01,active,2024-11
109100,2024-11-10,Meta Ads,Lead_Generation,SMB,PR,1,392.5,churned,2024-11
109101,2024-11-10,Meta Ads,Lead_Generation,SMB,PR,1,263.58,active,2024-11
109102,2024-11-10,Meta Ads,Lead_Generation,SMB,SP,1,120.4,active,2024-11
109103,2024-11-10,Meta Ads,Lead_Generation,SMB,SP,1,136.22,active,2024-11
109104,2024-11-10,Meta Ads,Lead_Generation,Enterprise,SP,1,1438.31,active,2024-11
109105,2024-11-10,Meta Ads,Lead_Generation,Mid-Market,MG,1,367.41,active,2024-11
109106,2024-11-10,Meta Ads,Lead_Generation,SMB,SP,1,324.38,active,2024-11
109107,2024-11-10,Meta Ads,Lead_Generation,Mid-Market,MG,1,1336.33,churned,2024-11
109108,2024-11-10,Meta Ads,Lead_Generation,Enterprise,RS,1,1466.24,active,2024-11
109109,2024-11-10,Meta Ads,Performance_Search,Mid-Market,MG,1,278.65,active,2024-11
109110,2024-11-10,Meta Ads,Performance_Search,SMB,SP,1,207.2,active,2024-11
109111,2024-11-10,Meta Ads,Performance_Search,SMB,SC,1,255.23,active,2024-11
109112,2024-11-10,Meta Ads,Performance_Search,Mid-Market,MG,1,384.88,active,2024-11
109113,2024-11-10,Meta Ads,Performance_Search,SMB,SP,1,115.19,churned,2024-11
109114,2024-11-10,Meta Ads,Performance_Search,Mid-Market,SC,1,369.51,active,2024-11
109115,2024-11-10,Meta Ads,Performance_Search,SMB,SC,1,86.2,active,2024-11
109116,2024-11-10,Meta Ads,Performance_Search,Mid-Market,GO,1,331.25,churned,2024-11
109117,2024-11-10,Meta Ads,Performance_Search,Enterprise,CE,1,660.59,active,2024-11
109118,2024-11-10,Meta Ads,Performance_Search,Enterprise,MG,1,1377.86,active,2024-11
109119,2024-11-10,Meta Ads,Performance_Search,Mid-Market,SP,1,263.87,active,2024-11
109120,2024-11-10,Meta Ads,Performance_Search,SMB,SP,1,100.13,active,2024-11
109121,2024-11-10,Meta Ads,Performance_Search,Mid-Market,SP,1,293.75,active,2024-11
109122,2024-11-10,Meta Ads,Performance_Search,SMB,SP,1,102.98,active,2024-11
109123,2024-11-10,Meta Ads,Performance_Search,SMB,RJ,1,143.31,active,2024-11
109124,2024-11-10,Meta Ads,Performance_Search,Mid-Market,BA,1,310.28,active,2024-11
109125,2024-11-10,Meta Ads,Performance_Shopping,Mid-Market,PR,1,377.91,active,2024-11
109126,2024-11-10,Meta Ads,Performance_Shopping,SMB,RJ,1,124.85,active,2024-11
109127,2024-11-10,Meta Ads,Performance_Shopping,Mid-Market,RS,1,1361.23,active,2024-11
109128,2024-11-10,Meta Ads,Performance_Shopping,Mid-Market,SC,1,230.72,active,2024-11
109129,2024-11-10,Meta Ads,Performance_Shopping,SMB,SP,1,94.2,active,2024-11
109130,2024-11-10,Meta Ads,Performance_Shopping,SMB,MG,1,83.71,active,2024-11
109131,2024-11-10,Meta Ads,Performance_Shopping,SMB,CE,1,237.25,active,2024-11
109132,2024-11-10,Meta Ads,Performance_Shopping,SMB,MG,2,386.27,active,2024-11
109133,2024-11-10,Meta Ads,Performance_Shopping,SMB,RJ,1,90.31,active,2024-11
109134,2024-11-10,Meta Ads,Remarketing_Display,SMB,SP,1,333.85,active,2024-11
109135,2024-11-10,Meta Ads,Remarketing_Display,SMB,PR,1,334.52,active,2024-11
109136,2024-11-10,Meta Ads,Remarketing_Display,SMB,GO,1,351.29,active,2024-11
109137,2024-11-10,Meta Ads,Remarketing_Display,Mid-Market,GO,1,220.79,active,2024-11
109138,2024-11-10,Meta Ads,Remarketing_Display,SMB,BA,1,83.93,churned,2024-11
109139,2024-11-10,Meta Ads,Remarketing_Display,SMB,MG,1,232.0,active,2024-11
109140,2024-11-10,Meta Ads,Remarketing_Display,Mid-Market,MG,1,347.0,active,2024-11
109141,2024-11-10,Meta Ads,Remarketing_Display,SMB,SP,1,84.23,active,2024-11
109142,2024-11-10,Meta Ads,Remarketing_Display,SMB,PR,1,393.02,churned,2024-11
109143,2024-11-10,Meta Ads,Video_Awareness_Amplo,Mid-Market,RJ,1,222.69,active,2024-11
109144,2024-11-10,Meta Ads,Video_Awareness_Amplo,SMB,SP,1,312.25,churned,2024-11
109145,2024-11-10,Meta Ads,Video_Awareness_Amplo,Mid-Market,DF,1,254.72,active,2024-11
109146,2024-11-10,TikTok Ads,Display_Generico,SMB,RS,1,110.75,active,2024-11
109147,2024-11-10,TikTok Ads,Display_Generico,Enterprise,SP,1,796.19,active,2024-11
109148,2024-11-10,TikTok Ads,Display_Generico,Mid-Market,SC,1,1464.51,active,2024-11
109149,2024-11-10,TikTok Ads,Display_Generico,SMB,SC,1,288.36,churned,2024-11
109150,2024-11-10,TikTok Ads,Lead_Generation,SMB,SP,1,91.16,active,2024-11
109151,2024-11-10,TikTok Ads,Lead_Generation,Mid-Market,PR,1,350.49,active,2024-11
109152,2024-11-10,TikTok Ads,Lead_Generation,SMB,BA,1,114.87,active,2024-11
109153,2024-11-10,TikTok Ads,Lead_Generation,SMB,RS,1,332.95,active,2024-11
109154,2024-11-10,TikTok Ads,Lead_Generation,Mid-Market,BA,1,1266.38,active,2024-11
109155,2024-11-10,TikTok Ads,Lead_Generation,Mid-Market,MG,1,270.05,active,2024-11
109156,2024-11-10,TikTok Ads,Lead_Generation,SMB,MG,1,98.64,active,2024-11
109157,2024-11-10,TikTok Ads,Lead_Generation,SMB,RJ,1,310.35,active,2024-11
109158,2024-11-10,TikTok Ads,Lead_Generation,Mid-Market,RJ,1,1016.39,active,2024-11
109159,2024-11-10,TikTok Ads,Lead_Generation,Mid-Market,SP,1,1208.97,active,2024-11
109160,2024-11-10,TikTok Ads,Lead_Generation,Mid-Market,RS,1,620.08,active,2024-11
109161,2024-11-10,TikTok Ads,Lead_Generation,SMB,SP,1,136.98,active,2024-11
109162,2024-11-10,TikTok Ads,Lead_Generation,SMB,SP,1,113.04,active,2024-11
109163,2024-11-10,TikTok Ads,Lead_Generation,SMB,RS,1,217.07,active,2024-11
109164,2024-11-10,TikTok Ads,Lead_Generation,SMB,SP,1,101.11,churned,2024-11
109165,2024-11-10,TikTok Ads,Lead_Generation,SMB,PR,1,276.91,active,2024-11
109166,2024-11-10,TikTok Ads,Lead_Generation,SMB,SP,1,102.77,active,2024-11
109167,2024-11-10,TikTok Ads,Lead_Generation,SMB,MG,1,114.61,active,2024-11
109168,2024-11-10,TikTok Ads,Lead_Generation,Mid-Market,SP,1,238.28,active,2024-11
109169,2024-11-10,TikTok Ads,Lead_Generation,SMB,SC,1,110.53,active,2024-11
109170,2024-11-10,TikTok Ads,Lead_Generation,Mid-Market,GO,1,203.2,active,2024-11
109171,2024-11-10,TikTok Ads,Performance_Search,SMB,RS,1,118.64,active,2024-11
109172,2024-11-10,TikTok Ads,Performance_Search,SMB,MG,1,112.06,active,2024-11
109173,2024-11-10,TikTok Ads,Performance_Search,SMB,SC,1,202.53,active,2024-11
109174,2024-11-10,TikTok Ads,Performance_Search,SMB,PR,1,289.18,active,2024-11
109175,2024-11-10,TikTok Ads,Performance_Search,SMB,SP,2,751.39,churned,2024-11
109176,2024-11-10,TikTok Ads,Performance_Search,SMB,DF,1,271.35,active,2024-11
109177,2024-11-10,TikTok Ads,Performance_Search,SMB,MG,1,137.48,active,2024-11
109178,2024-11-10,TikTok Ads,Performance_Search,SMB,PR,1,371.59,active,2024-11
109179,2024-11-10,TikTok Ads,Performance_Search,SMB,MG,1,379.6,active,2024-11
109180,2024-11-10,TikTok Ads,Performance_Search,Mid-Market,PR,1,1196.85,churned,2024-11
109181,2024-11-10,TikTok Ads,Performance_Search,SMB,DF,1,364.76,active,2024-11
109182,2024-11-10,TikTok Ads,Performance_Search,Enterprise,RJ,1,836.01,churned,2024-11
109183,2024-11-10,TikTok Ads,Performance_Search,Mid-Market,BA,1,1045.44,active,2024-11
109184,2024-11-10,TikTok Ads,Performance_Search,SMB,SP,1,84.63,active,2024-11
109185,2024-11-10,TikTok Ads,Performance_Search,SMB,SP,1,114.95,active,2024-11
109186,2024-11-10,TikTok Ads,Performance_Search,Mid-Market,BA,1,1264.98,active,2024-11
109187,2024-11-10,TikTok Ads,Performance_Search,SMB,SP,1,279.9,active,2024-11
109188,2024-11-10,TikTok Ads,Performance_Shopping,SMB,ES,1,363.09,active,2024-11
109189,2024-11-10,TikTok Ads,Performance_Shopping,SMB,SC,1,358.01,active,2024-11
109190,2024-11-10,TikTok Ads,Performance_Shopping,SMB,SP,1,223.65,active,2024-11
109191,2024-11-10,TikTok Ads,Performance_Shopping,SMB,SP,1,83.65,active,2024-11
109192,2024-11-10,TikTok Ads,Performance_Shopping,Mid-Market,SP,1,747.79,active,2024-11
109193,2024-11-10,TikTok Ads,Performance_Shopping,SMB,PR,1,123.69,active,2024-11
109194,2024-11-10,TikTok Ads,Performance_Shopping,SMB,RJ,1,360.39,active,2024-11
109195,2024-11-10,TikTok Ads,Performance_Shopping,SMB,ES,1,371.5,active,2024-11
109196,2024-11-10,TikTok Ads,Performance_Shopping,SMB,SP,1,313.77,active,2024-11
109197,2024-11-10,TikTok Ads,Performance_Shopping,Enterprise,ES,1,1253.65,active,2024-11
109198,2024-11-10,TikTok Ads,Performance_Shopping,Mid-Market,RS,1,229.03,active,2024-11
109199,2024-11-10,TikTok Ads,Performance_Shopping,SMB,BA,1,92.73,active,2024-11
109200,2024-11-10,TikTok Ads,Performance_Shopping,Mid-Market,CE,1,244.23,churned,2024-11
109201,2024-11-10,TikTok Ads,Performance_Shopping,SMB,DF,1,231.24,active,2024-11
109202,2024-11-10,TikTok Ads,Performance_Shopping,SMB,SP,1,85.24,active,2024-11
109203,2024-11-10,TikTok Ads,Performance_Shopping,SMB,SC,1,94.46,active,2024-11
109204,2024-11-10,TikTok Ads,Performance_Shopping,SMB,SP,1,100.92,churned,2024-11
109205,2024-11-10,TikTok Ads,Performance_Shopping,Mid-Market,SP,1,903.31,active,2024-11
109206,2024-11-10,TikTok Ads,Performance_Shopping,SMB,CE,1,136.64,active,2024-11
109207,2024-11-10,TikTok Ads,Performance_Shopping,SMB,SP,1,119.4,active,2024-11
109208,2024-11-10,TikTok Ads,Performance_Shopping,Mid-Market,GO,1,368.62,active,2024-11
109209,2024-11-10,TikTok Ads,Performance_Shopping,Mid-Market,RJ,1,280.06,active,2024-11
109210,2024-11-10,TikTok Ads,Performance_Shopping,SMB,PE,1,88.28,active,2024-11
109211,2024-11-10,TikTok Ads,Performance_Shopping,SMB,SP,1,110.64,active,2024-11
109212,2024-11-10,TikTok Ads,Remarketing_Display,SMB,PR,1,115.87,active,2024-11
109213,2024-11-10,TikTok Ads,Remarketing_Display,Enterprise,SP,1,1079.07,active,2024-11
109214,2024-11-10,TikTok Ads,Remarketing_Display,SMB,PR,1,312.4,active,2024-11
109215,2024-11-10,TikTok Ads,Remarketing_Display,Enterprise,SP,1,1080.46,active,2024-11
109216,2024-11-10,TikTok Ads,Remarketing_Display,SMB,SP,1,385.59,active,2024-11
109217,2024-11-10,TikTok Ads,Remarketing_Display,SMB,RJ,1,285.16,active,2024-11
109218,2024-11-10,TikTok Ads,Remarketing_Display,Enterprise,PR,1,930.48,active,2024-11
109219,2024-11-10,TikTok Ads,Remarketing_Display,SMB,PE,1,103.89,active,2024-11
109220,2024-11-10,TikTok Ads,Remarketing_Display,SMB,SC,1,360.87,active,2024-11
109221,2024-11-10,TikTok Ads,Remarketing_Display,SMB,SP,1,126.78,active,2024-11
109222,2024-11-10,TikTok Ads,Remarketing_Display,SMB,SP,1,362.83,active,2024-11
109223,2024-11-10,TikTok Ads,Remarketing_Display,SMB,DF,1,105.37,active,2024-11
109224,2024-11-10,TikTok Ads,Remarketing_Display,SMB,SP,1,143.21,active,2024-11
109225,2024-11-10,TikTok Ads,Remarketing_Display,SMB,PE,1,107.49,active,2024-11
109226,2024-11-10,TikTok Ads,Video_Awareness_Amplo,SMB,MG,1,121.48,active,2024-11
109227,2024-11-10,TikTok Ads,Video_Awareness_Amplo,SMB,SP,1,147.57,active,2024-11
109228,2024-11-10,TikTok Ads,Video_Awareness_Amplo,SMB,ES,1,92.31,active,2024-11
109229,2024-11-10,TikTok Ads,Video_Awareness_Amplo,Mid-Market,MG,1,1119.65,active,2024-11
109230,2024-11-10,TikTok Ads,Video_Awareness_Amplo,SMB,CE,1,87.85,active,2024-11
109231,2024-11-11,Google Ads,Display_Generico,Mid-Market,GO,2,1660.29,active,2024-11
109232,2024-11-11,Google Ads,Display_Generico,SMB,PE,1,102.91,active,2024-11
109233,2024-11-11,Google Ads,Display_Generico,Mid-Market,SP,1,203.41,active,2024-11
109234,2024-11-11,Google Ads,Lead_Generation,SMB,RJ,1,326.69,active,2024-11
109235,2024-11-11,Google Ads,Lead_Generation,SMB,BA,1,84.74,active,2024-11
109236,2024-11-11,Google Ads,Lead_Generation,SMB,SP,1,119.0,active,2024-11
109237,2024-11-11,Google Ads,Lead_Generation,SMB,BA,1,396.99,churned,2024-11
109238,2024-11-11,Google Ads,Lead_Generation,Mid-Market,RJ,1,285.66,active,2024-11
109239,2024-11-11,Google Ads,Lead_Generation,Enterprise,CE,1,760.59,active,2024-11
109240,2024-11-11,Google Ads,Lead_Generation,SMB,RS,1,141.89,active,2024-11
109241,2024-11-11,Google Ads,Lead_Generation,Mid-Market,CE,1,937.47,churned,2024-11
109242,2024-11-11,Google Ads,Lead_Generation,SMB,MG,1,94.0,active,2024-11
109243,2024-11-11,Google Ads,Lead_Generation,SMB,CE,1,83.79,churned,2024-11
109244,2024-11-11,Google Ads,Lead_Generation,SMB,SP,1,255.13,active,2024-11
109245,2024-11-11,Google Ads,Lead_Generation,SMB,PR,1,232.12,active,2024-11
109246,2024-11-11,Google Ads,Lead_Generation,Mid-Market,BA,1,342.34,active,2024-11
109247,2024-11-11,Google Ads,Lead_Generation,SMB,PR,1,314.19,active,2024-11
109248,2024-11-11,Google Ads,Lead_Generation,SMB,BA,1,287.58,active,2024-11
109249,2024-11-11,Google Ads,Lead_Generation,Mid-Market,PE,1,203.14,active,2024-11
109250,2024-11-11,Google Ads,Lead_Generation,Mid-Market,RS,1,326.36,active,2024-11
109251,2024-11-11,Google Ads,Lead_Generation,SMB,SP,1,138.09,active,2024-11
109252,2024-11-11,Google Ads,Lead_Generation,SMB,SP,1,132.05,active,2024-11
109253,2024-11-11,Google Ads,Lead_Generation,SMB,RJ,1,388.98,active,2024-11
109254,2024-11-11,Google Ads,Lead_Generation,Mid-Market,BA,1,1473.14,active,2024-11
109255,2024-11-11,Google Ads,Lead_Generation,SMB,DF,1,80.7,active,2024-11
109256,2024-11-11,Google Ads,Performance_Search,SMB,BA,1,144.08,active,2024-11
109257,2024-11-11,Google Ads,Performance_Search,SMB,SP,1,255.56,active,2024-11
109258,2024-11-11,Google Ads,Performance_Search,SMB,GO,1,139.15,active,2024-11
109259,2024-11-11,Google Ads,Performance_Search,SMB,CE,1,102.5,active,2024-11
109260,2024-11-11,Google Ads,Performance_Search,SMB,MG,1,262.82,active,2024-11
109261,2024-11-11,Google Ads,Performance_Search,SMB,SP,1,87.78,active,2024-11
109262,2024-11-11,Google Ads,Performance_Search,Mid-Market,RJ,1,276.18,active,2024-11
109263,2024-11-11,Google Ads,Performance_Search,SMB,CE,1,339.82,active,2024-11
109264,2024-11-11,Google Ads,Performance_Search,Mid-Market,RJ,1,342.29,churned,2024-11
109265,2024-11-11,Google Ads,Performance_Search,SMB,RJ,1,209.79,active,2024-11
109266,2024-11-11,Google Ads,Performance_Search,SMB,PE,1,84.62,churned,2024-11
109267,2024-11-11,Google Ads,Performance_Search,SMB,PE,1,91.97,active,2024-11
109268,2024-11-11,Google Ads,Performance_Search,SMB,PE,1,234.46,active,2024-11
109269,2024-11-11,Google Ads,Performance_Search,SMB,RS,1,139.64,active,2024-11
109270,2024-11-11,Google Ads,Performance_Search,Enterprise,SP,1,1310.29,active,2024-11
109271,2024-11-11,Google Ads,Performance_Search,SMB,RJ,1,261.63,active,2024-11
109272,2024-11-11,Google Ads,Performance_Search,SMB,RS,1,340.66,active,2024-11
109273,2024-11-11,Google Ads,Performance_Search,SMB,CE,1,103.28,active,2024-11
109274,2024-11-11,Google Ads,Performance_Search,SMB,ES,1,107.87,active,2024-11
109275,2024-11-11,Google Ads,Performance_Shopping,SMB,BA,1,91.08,active,2024-11
109276,2024-11-11,Google Ads,Performance_Shopping,Mid-Market,SP,1,203.28,active,2024-11
109277,2024-11-11,Google Ads,Performance_Shopping,Mid-Market,SC,2,1090.74,active,2024-11
109278,2024-11-11,Google Ads,Performance_Shopping,SMB,RS,1,370.08,active,2024-11
109279,2024-11-11,Google Ads,Performance_Shopping,Mid-Market,MG,1,805.87,active,2024-11
109280,2024-11-11,Google Ads,Performance_Shopping,Mid-Market,DF,1,256.02,active,2024-11
109281,2024-11-11,Google Ads,Performance_Shopping,SMB,PE,1,92.12,active,2024-11
109282,2024-11-11,Google Ads,Performance_Shopping,SMB,BA,1,143.89,active,2024-11
109283,2024-11-11,Google Ads,Performance_Shopping,SMB,SP,1,92.29,active,2024-11
109284,2024-11-11,Google Ads,Performance_Shopping,SMB,CE,1,367.54,active,2024-11
109285,2024-11-11,Google Ads,Performance_Shopping,SMB,SP,1,247.99,active,2024-11
109286,2024-11-11,Google Ads,Performance_Shopping,SMB,MG,1,130.12,active,2024-11
109287,2024-11-11,Google Ads,Performance_Shopping,SMB,SC,1,315.52,active,2024-11
109288,2024-11-11,Google Ads,Performance_Shopping,SMB,ES,1,204.68,active,2024-11
109289,2024-11-11,Google Ads,Performance_Shopping,SMB,SP,1,120.57,active,2024-11
109290,2024-11-11,Google Ads,Performance_Shopping,Enterprise,RS,1,1362.91,active,2024-11
109291,2024-11-11,Google Ads,Performance_Shopping,SMB,CE,1,381.71,active,2024-11
109292,2024-11-11,Google Ads,Remarketing_Display,SMB,SC,1,307.21,active,2024-11
109293,2024-11-11,Google Ads,Remarketing_Display,Enterprise,MG,1,1416.6,active,2024-11
109294,2024-11-11,Google Ads,Remarketing_Display,SMB,SP,1,128.55,active,2024-11
109295,2024-11-11,Google Ads,Remarketing_Display,SMB,SP,1,335.75,active,2024-11
109296,2024-11-11,Google Ads,Remarketing_Display,SMB,PR,1,232.84,active,2024-11
109297,2024-11-11,Google Ads,Remarketing_Display,SMB,SP,1,264.31,active,2024-11
109298,2024-11-11,Google Ads,Video_Awareness_Amplo,Enterprise,SP,1,1171.41,active,2024-11
109299,2024-11-11,Google Ads,Video_Awareness_Amplo,SMB,RJ,1,310.19,active,2024-11
109300,2024-11-11,Google Ads,Video_Awareness_Amplo,Mid-Market,RJ,1,363.22,active,2024-11
109301,2024-11-11,Google Ads,Video_Awareness_Amplo,SMB,DF,1,207.57,active,2024-11
109302,2024-11-11,Google Ads,Video_Awareness_Amplo,Mid-Market,RJ,1,333.95,active,2024-11
109303,2024-11-11,Google Ads,Video_Awareness_Amplo,Mid-Market,SP,1,272.55,active,2024-11
109304,2024-11-11,Google Ads,Video_Awareness_Amplo,SMB,RS,1,272.98,active,2024-11
109305,2024-11-11,Meta Ads,Display_Generico,SMB,CE,1,90.79,active,2024-11
109306,2024-11-11,Meta Ads,Display_Generico,SMB,PE,1,120.85,active,2024-11
109307,2024-11-11,Meta Ads,Display_Generico,SMB,DF,1,126.03,active,2024-11
109308,2024-11-11,Meta Ads,Lead_Generation,Mid-Market,SC,1,317.78,active,2024-11
109309,2024-11-11,Meta Ads,Lead_Generation,Mid-Market,SP,2,1825.61,churned,2024-11
109310,2024-11-11,Meta Ads,Lead_Generation,SMB,SP,1,92.12,active,2024-11
109311,2024-11-11,Meta Ads,Lead_Generation,SMB,SP,1,92.81,active,2024-11
109312,2024-11-11,Meta Ads,Lead_Generation,SMB,PE,1,119.23,active,2024-11
109313,2024-11-11,Meta Ads,Lead_Generation,SMB,RJ,1,211.86,active,2024-11
109314,2024-11-11,Meta Ads,Lead_Generation,Mid-Market,MG,2,565.21,active,2024-11
109315,2024-11-11,Meta Ads,Lead_Generation,SMB,SP,1,238.49,active,2024-11
109316,2024-11-11,Meta Ads,Lead_Generation,SMB,SC,1,340.26,active,2024-11
109317,2024-11-11,Meta Ads,Lead_Generation,SMB,SP,1,127.21,active,2024-11
109318,2024-11-11,Meta Ads,Lead_Generation,SMB,RJ,1,105.15,active,2024-11
109319,2024-11-11,Meta Ads,Lead_Generation,SMB,MG,1,136.58,active,2024-11
109320,2024-11-11,Meta Ads,Lead_Generation,Mid-Market,MG,1,1214.56,active,2024-11
109321,2024-11-11,Meta Ads,Lead_Generation,Mid-Market,GO,1,203.15,active,2024-11
109322,2024-11-11,Meta Ads,Lead_Generation,SMB,SP,1,118.65,active,2024-11
109323,2024-11-11,Meta Ads,Lead_Generation,Mid-Market,PE,1,704.77,active,2024-11
109324,2024-11-11,Meta Ads,Lead_Generation,SMB,SP,1,255.91,active,2024-11
109325,2024-11-11,Meta Ads,Lead_Generation,Enterprise,SP,1,1044.88,active,2024-11
109326,2024-11-11,Meta Ads,Lead_Generation,SMB,SC,1,327.04,active,2024-11
109327,2024-11-11,Meta Ads,Lead_Generation,Mid-Market,PE,1,771.58,churned,2024-11
109328,2024-11-11,Meta Ads,Lead_Generation,Mid-Market,SC,1,396.63,active,2024-11
109329,2024-11-11,Meta Ads,Lead_Generation,SMB,GO,1,148.57,active,2024-11
109330,2024-11-11,Meta Ads,Lead_Generation,SMB,BA,1,111.98,active,2024-11
109331,2024-11-11,Meta Ads,Performance_Search,SMB,SP,1,288.22,active,2024-11
109332,2024-11-11,Meta Ads,Performance_Search,SMB,MG,1,207.2,active,2024-11
109333,2024-11-11,Meta Ads,Performance_Search,SMB,GO,1,148.66,active,2024-11
109334,2024-11-11,Meta Ads,Performance_Search,SMB,PE,1,116.85,active,2024-11
109335,2024-11-11,Meta Ads,Performance_Search,SMB,RS,2,275.54,active,2024-11
109336,2024-11-11,Meta Ads,Performance_Search,SMB,PE,1,303.83,active,2024-11
109337,2024-11-11,Meta Ads,Performance_Search,Mid-Market,RJ,1,334.62,active,2024-11
109338,2024-11-11,Meta Ads,Performance_Search,SMB,RJ,1,310.26,active,2024-11
109339,2024-11-11,Meta Ads,Performance_Search,SMB,CE,1,227.22,active,2024-11
109340,2024-11-11,Meta Ads,Performance_Search,SMB,SP,1,89.88,active,2024-11
109341,2024-11-11,Meta Ads,Performance_Search,Mid-Market,SC,1,382.07,active,2024-11
109342,2024-11-11,Meta Ads,Performance_Search,SMB,RS,1,82.52,active,2024-11
109343,2024-11-11,Meta Ads,Performance_Search,Enterprise,SP,1,715.46,churned,2024-11
109344,2024-11-11,Meta Ads,Performance_Search,SMB,BA,1,329.7,churned,2024-11
109345,2024-11-11,Meta Ads,Performance_Search,Enterprise,PE,1,957.86,active,2024-11
109346,2024-11-11,Meta Ads,Performance_Search,Mid-Market,SP,1,363.58,active,2024-11
109347,2024-11-11,Meta Ads,Performance_Search,Mid-Market,BA,1,235.72,active,2024-11
109348,2024-11-11,Meta Ads,Performance_Search,SMB,PR,1,107.75,active,2024-11
109349,2024-11-11,Meta Ads,Performance_Search,SMB,CE,1,86.81,active,2024-11
109350,2024-11-11,Meta Ads,Performance_Search,SMB,PR,1,106.61,active,2024-11
109351,2024-11-11,Meta Ads,Performance_Search,SMB,SP,1,125.04,active,2024-11
109352,2024-11-11,Meta Ads,Performance_Shopping,SMB,PR,1,283.98,churned,2024-11
109353,2024-11-11,Meta Ads,Performance_Shopping,Mid-Market,GO,1,659.31,churned,2024-11
109354,2024-11-11,Meta Ads,Performance_Shopping,SMB,SP,1,109.26,active,2024-11
109355,2024-11-11,Meta Ads,Performance_Shopping,Mid-Market,BA,1,280.2,active,2024-11
109356,2024-11-11,Meta Ads,Performance_Shopping,SMB,CE,1,83.37,active,2024-11
109357,2024-11-11,Meta Ads,Performance_Shopping,SMB,PE,1,275.68,active,2024-11
109358,2024-11-11,Meta Ads,Performance_Shopping,SMB,RS,1,218.25,churned,2024-11
109359,2024-11-11,Meta Ads,Performance_Shopping,Mid-Market,MG,1,389.16,active,2024-11
109360,2024-11-11,Meta Ads,Performance_Shopping,SMB,RJ,1,126.04,active,2024-11
109361,2024-11-11,Meta Ads,Performance_Shopping,SMB,SC,1,395.92,active,2024-11
