date,channel,campaign,spend,impressions,clicks,conversions,cpc,ctr,cvr
2024-10-07,Meta Ads,Video_Awareness_Amplo,1272.22,29261,652,24,1.95,0.0223,0.0378
2024-10-07,TikTok Ads,Performance_Search,835.31,1914,736,187,1.13,0.3844,0.2548
2024-10-07,TikTok Ads,Performance_Shopping,1195.54,2865,1052,236,1.14,0.3671,0.2244
2024-10-07,TikTok Ads,Remarketing_Display,492.85,14244,393,114,1.25,0.0276,0.2911
2024-10-07,TikTok Ads,Lead_Generation,879.52,2053,747,129,1.18,0.3639,0.1728
2024-10-07,TikTok Ads,Display_Generico,1564.81,48319,1443,49,1.08,0.0299,0.0345
2024-10-07,TikTok Ads,Video_Awareness_Amplo,2105.71,69068,1916,84,1.1,0.0277,0.0439
2024-10-08,Google Ads,Performance_Search,718.19,897,311,69,2.31,0.3467,0.2236
2024-10-08,Google Ads,Performance_Shopping,1275.74,1256,464,83,2.75,0.3692,0.1794
2024-10-08,Google Ads,Remarketing_Display,499.92,7213,198,53,2.52,0.0274,0.2718
2024-10-08,Google Ads,Lead_Generation,1174.4,1434,453,82,2.59,0.3158,0.1824
2024-10-08,Google Ads,Display_Generico,1938.09,31435,807,22,2.4,0.0257,0.0273
2024-10-08,Google Ads,Video_Awareness_Amplo,1194.91,18868,462,20,2.58,0.0245,0.0434
2024-10-08,Meta Ads,Performance_Search,1294.78,2372,741,141,1.75,0.3123,0.1912
2024-10-08,Meta Ads,Performance_Shopping,651.27,1258,399,74,1.63,0.3169,0.1862
2024-10-08,Meta Ads,Remarketing_Display,548.33,10625,286,68,1.91,0.0269,0.241
2024-10-08,Meta Ads,Lead_Generation,1013.93,1811,601,99,1.68,0.3318,0.1659
2024-10-08,Meta Ads,Display_Generico,1163.62,29312,680,16,1.71,0.0232,0.0248
2024-10-08,Meta Ads,Video_Awareness_Amplo,1369.72,25877,779,30,1.76,0.0301,0.0386
2024-10-08,TikTok Ads,Performance_Search,1383.67,3623,1247,278,1.11,0.3441,0.2231
2024-10-08,TikTok Ads,Performance_Shopping,1356.47,3146,1213,239,1.12,0.3855,0.1976
2024-10-08,TikTok Ads,Remarketing_Display,291.9,8042,265,68,1.1,0.033,0.2575
2024-10-08,TikTok Ads,Lead_Generation,768.6,1673,656,121,1.17,0.392,0.1859
2024-10-08,TikTok Ads,Display_Generico,2089.55,65965,1764,58,1.18,0.0267,0.0332
2024-10-08,TikTok Ads,Video_Awareness_Amplo,1595.34,35218,1257,59,1.27,0.0357,0.047
2024-10-09,Google Ads,Performance_Search,905.8,1013,384,82,2.36,0.379,0.215
2024-10-09,Google Ads,Performance_Shopping,1232.84,1263,449,84,2.74,0.3554,0.1892
2024-10-09,Google Ads,Remarketing_Display,486.16,7427,207,49,2.35,0.0279,0.2406
2024-10-09,Google Ads,Lead_Generation,712.91,785,279,49,2.56,0.3553,0.1789
2024-10-09,Google Ads,Display_Generico,2017.84,27430,854,24,2.36,0.0311,0.0292
2024-10-09,Google Ads,Video_Awareness_Amplo,1773.43,26197,662,27,2.68,0.0253,0.0408
2024-10-09,Meta Ads,Performance_Search,984.11,1551,516,107,1.9,0.3326,0.2087
2024-10-09,Meta Ads,Performance_Shopping,819.06,1337,437,74,1.87,0.3268,0.1695
2024-10-09,Meta Ads,Remarketing_Display,394.21,10982,226,47,1.74,0.0206,0.2101
2024-10-09,Meta Ads,Lead_Generation,622.6,941,323,52,1.93,0.343,0.1636
2024-10-09,Meta Ads,Display_Generico,1962.74,45226,1154,33,1.7,0.0255,0.0292
2024-10-09,Meta Ads,Video_Awareness_Amplo,1904.54,46655,1175,38,1.62,0.0252,0.0325
2024-10-09,TikTok Ads,Performance_Search,812.81,1673,686,171,1.18,0.4099,0.2495
2024-10-09,TikTok Ads,Performance_Shopping,883.01,1823,737,147,1.2,0.4041,0.2006
2024-10-09,TikTok Ads,Remarketing_Display,461.9,13396,404,100,1.14,0.0302,0.2489
2024-10-09,TikTok Ads,Lead_Generation,1303.25,3322,1193,215,1.09,0.3591,0.1808
2024-10-09,TikTok Ads,Display_Generico,1769.79,55814,1412,42,1.25,0.0253,0.03
2024-10-09,TikTok Ads,Video_Awareness_Amplo,1943.79,45103,1553,70,1.25,0.0344,0.0456
2024-10-10,Google Ads,Performance_Search,1216.37,1397,498,116,2.44,0.3563,0.2334
2024-10-10,Google Ads,Performance_Shopping,719.68,795,292,55,2.46,0.3668,0.1912
2024-10-10,Google Ads,Remarketing_Display,480.95,8786,200,45,2.4,0.0228,0.2265
2024-10-10,Google Ads,Lead_Generation,1380.91,1537,507,80,2.72,0.3298,0.158
2024-10-10,Google Ads,Display_Generico,1162.16,18780,491,13,2.37,0.0261,0.0284
2024-10-10,Google Ads,Video_Awareness_Amplo,1942.18,31706,739,30,2.62,0.0233,0.0416
2024-10-10,Meta Ads,Performance_Search,1018.66,1819,610,110,1.67,0.3353,0.1816
2024-10-10,Meta Ads,Performance_Shopping,724.0,1241,432,76,1.67,0.3481,0.1778
2024-10-10,Meta Ads,Remarketing_Display,403.63,9254,210,51,1.92,0.0227,0.2444
2024-10-10,Meta Ads,Lead_Generation,1170.02,1894,642,101,1.82,0.3389,0.1574
2024-10-10,Meta Ads,Display_Generico,2032.0,47054,1059,27,1.92,0.0225,0.0256
2024-10-10,Meta Ads,Video_Awareness_Amplo,1209.16,29628,711,23,1.7,0.024,0.0326
2024-10-10,TikTok Ads,Performance_Search,842.24,1638,665,145,1.27,0.4059,0.2182
2024-10-10,TikTok Ads,Performance_Shopping,578.13,1268,518,107,1.12,0.4083,0.2077
2024-10-10,TikTok Ads,Remarketing_Display,567.11,12463,438,111,1.29,0.0351,0.2546
2024-10-10,TikTok Ads,Lead_Generation,979.75,2102,743,141,1.32,0.3533,0.1898
2024-10-10,TikTok Ads,Display_Generico,1488.62,36071,1268,42,1.17,0.0352,0.0336
2024-10-10,TikTok Ads,Video_Awareness_Amplo,1903.54,49849,1533,71,1.24,0.0308,0.0466
2024-10-11,Google Ads,Performance_Search,1404.89,1385,513,112,2.73,0.3703,0.2194
2024-10-11,Google Ads,Performance_Shopping,711.99,945,313,57,2.27,0.3312,0.1839
2024-10-11,Google Ads,Remarketing_Display,323.14,5827,136,34,2.36,0.0233,0.2512
2024-10-11,Google Ads,Lead_Generation,680.38,765,259,45,2.62,0.3383,0.1759
2024-10-11,Google Ads,Display_Generico,2027.4,26406,884,27,2.29,0.0335,0.0309
2024-10-11,Google Ads,Video_Awareness_Amplo,1197.42,15374,497,20,2.41,0.0323,0.0408
2024-10-11,Meta Ads,Performance_Search,818.44,1232,417,86,1.96,0.3384,0.2073
2024-10-11,Meta Ads,Performance_Shopping,1334.27,2294,703,122,1.9,0.3064,0.1739
2024-10-11,Meta Ads,Remarketing_Display,526.89,14086,312,65,1.69,0.0221,0.2097
2024-10-11,Meta Ads,Lead_Generation,738.67,1302,445,72,1.66,0.3416,0.1627
2024-10-11,Meta Ads,Display_Generico,1295.52,25687,691,17,1.87,0.0269,0.0258
2024-10-11,Meta Ads,Video_Awareness_Amplo,1371.6,28682,802,27,1.71,0.028,0.0347
2024-10-11,TikTok Ads,Performance_Search,810.49,1814,746,189,1.09,0.411,0.2542
2024-10-11,TikTok Ads,Performance_Shopping,977.65,2053,748,161,1.31,0.3643,0.2163
2024-10-11,TikTok Ads,Remarketing_Display,373.27,9337,323,93,1.16,0.0346,0.2908
2024-10-11,TikTok Ads,Lead_Generation,824.34,2028,749,147,1.1,0.3692,0.1967
2024-10-11,TikTok Ads,Display_Generico,1244.64,28514,1002,30,1.24,0.0351,0.0309
2024-10-11,TikTok Ads,Video_Awareness_Amplo,2007.07,56646,1837,85,1.09,0.0324,0.0466
2024-10-12,Google Ads,Performance_Search,619.85,692,263,52,2.35,0.3797,0.1989
2024-10-12,Google Ads,Performance_Shopping,681.36,803,279,53,2.44,0.3473,0.1914
2024-10-12,Google Ads,Remarketing_Display,285.31,4031,121,27,2.35,0.03,0.226
2024-10-12,Google Ads,Lead_Generation,383.61,436,154,25,2.49,0.3529,0.1623
2024-10-12,Google Ads,Display_Generico,1102.55,16684,439,13,2.51,0.0263,0.0309
2024-10-12,Google Ads,Video_Awareness_Amplo,1366.88,17529,547,20,2.5,0.0312,0.038
2024-10-12,Meta Ads,Performance_Search,796.74,1304,429,91,1.85,0.3289,0.2136
2024-10-12,Meta Ads,Performance_Shopping,501.94,975,286,51,1.75,0.2933,0.1787
2024-10-12,Meta Ads,Remarketing_Display,342.77,8038,194,45,1.77,0.0241,0.2321
2024-10-12,Meta Ads,Lead_Generation,413.96,767,239,36,1.73,0.3114,0.1536
2024-10-12,Meta Ads,Display_Generico,1053.68,23868,621,18,1.7,0.026,0.0293
2024-10-12,Meta Ads,Video_Awareness_Amplo,761.22,15180,408,15,1.86,0.0269,0.0391
2024-10-12,TikTok Ads,Performance_Search,731.71,1483,594,137,1.23,0.4005,0.2308
2024-10-12,TikTok Ads,Performance_Shopping,704.04,1555,584,111,1.2,0.3753,0.1914
2024-10-12,TikTok Ads,Remarketing_Display,240.3,6309,209,62,1.15,0.0331,0.2981
2024-10-12,TikTok Ads,Lead_Generation,500.51,1088,455,88,1.1,0.418,0.1942
2024-10-12,TikTok Ads,Display_Generico,1320.38,34764,1184,41,1.11,0.0341,0.0351
2024-10-12,TikTok Ads,Video_Awareness_Amplo,842.17,26941,752,31,1.12,0.0279,0.0415
2024-10-13,Google Ads,Performance_Search,915.79,1020,376,87,2.43,0.3683,0.2334
2024-10-13,Google Ads,Performance_Shopping,587.04,700,226,42,2.59,0.3225,0.1861
2024-10-13,Google Ads,Remarketing_Display,365.72,5838,156,41,2.33,0.0267,0.2645
2024-10-13,Google Ads,Lead_Generation,742.91,771,289,44,2.57,0.3747,0.154
2024-10-13,Google Ads,Display_Generico,1245.36,20459,462,14,2.69,0.0226,0.0304
2024-10-13,Google Ads,Video_Awareness_Amplo,970.41,15731,426,17,2.28,0.0271,0.0412
2024-10-13,Meta Ads,Performance_Search,884.33,1397,479,87,1.84,0.3428,0.183
2024-10-13,Meta Ads,Performance_Shopping,489.21,719,248,40,1.97,0.3448,0.1619
2024-10-13,Meta Ads,Remarketing_Display,301.34,6804,172,41,1.75,0.0253,0.2412
2024-10-13,Meta Ads,Lead_Generation,782.11,1485,458,67,1.71,0.3082,0.1466
2024-10-13,Meta Ads,Display_Generico,1251.54,23034,696,19,1.8,0.0302,0.0287
2024-10-13,Meta Ads,Video_Awareness_Amplo,881.01,18003,462,15,1.9,0.0257,0.0342
2024-10-13,TikTok Ads,Performance_Search,574.43,1153,437,110,1.31,0.3788,0.2526
2024-10-13,TikTok Ads,Performance_Shopping,637.87,1353,545,121,1.17,0.4025,0.2236
2024-10-13,TikTok Ads,Remarketing_Display,199.26,5672,173,45,1.15,0.0305,0.2649
2024-10-13,TikTok Ads,Lead_Generation,808.8,1813,730,139,1.11,0.4026,0.1914
2024-10-13,TikTok Ads,Display_Generico,931.88,30176,801,25,1.16,0.0265,0.0314
2024-10-13,TikTok Ads,Video_Awareness_Amplo,1210.29,31640,1034,45,1.17,0.0327,0.0441
2024-10-14,Google Ads,Performance_Search,696.67,755,278,58,2.5,0.368,0.2111
2024-10-14,Google Ads,Performance_Shopping,1128.05,1479,480,88,2.35,0.3245,0.1847
2024-10-14,Google Ads,Remarketing_Display,397.31,5480,151,34,2.63,0.0276,0.2291
2024-10-14,Google Ads,Lead_Generation,1115.97,1327,449,80,2.48,0.3382,0.1803
2024-10-14,Google Ads,Display_Generico,1298.54,18323,479,14,2.71,0.0261,0.0298
2024-10-14,Google Ads,Video_Awareness_Amplo,2074.16,33918,788,32,2.63,0.0232,0.0406
2024-10-14,Meta Ads,Performance_Search,838.29,1382,464,91,1.8,0.3356,0.1978
2024-10-14,Meta Ads,Performance_Shopping,632.94,1205,349,57,1.81,0.2895,0.1658
2024-10-14,Meta Ads,Remarketing_Display,422.72,8884,228,47,1.85,0.0257,0.2093
2024-10-14,Meta Ads,Lead_Generation,1371.84,2397,739,123,1.85,0.3083,0.1673
2024-10-14,Meta Ads,Display_Generico,2027.46,44572,1212,33,1.67,0.0272,0.0273
2024-10-14,Meta Ads,Video_Awareness_Amplo,1337.0,29863,784,27,1.7,0.0263,0.0347
2024-10-14,TikTok Ads,Performance_Search,1288.29,2836,1167,301,1.1,0.4115,0.2585
2024-10-14,TikTok Ads,Performance_Shopping,1205.74,2659,1054,217,1.14,0.3963,0.2064
2024-10-14,TikTok Ads,Remarketing_Display,467.25,11715,404,100,1.16,0.0345,0.2497
2024-10-14,TikTok Ads,Lead_Generation,1165.27,2329,911,159,1.28,0.3911,0.1755
2024-10-14,TikTok Ads,Display_Generico,1429.27,41904,1187,35,1.2,0.0283,0.0297
2024-10-14,TikTok Ads,Video_Awareness_Amplo,1184.72,36980,937,44,1.26,0.0253,0.0478
2024-10-15,Google Ads,Performance_Search,951.87,1118,362,86,2.63,0.3238,0.2388
2024-10-15,Google Ads,Performance_Shopping,601.01,828,264,46,2.27,0.3188,0.1749
2024-10-15,Google Ads,Remarketing_Display,425.23,6252,160,41,2.64,0.0256,0.2623
2024-10-15,Google Ads,Lead_Generation,1236.14,1404,457,72,2.7,0.3255,0.1576
2024-10-15,Google Ads,Display_Generico,1266.22,18686,521,15,2.43,0.0279,0.0298
2024-10-15,Google Ads,Video_Awareness_Amplo,1401.31,20886,547,21,2.56,0.0262,0.0389
2024-10-15,Meta Ads,Performance_Search,662.54,1094,361,75,1.83,0.3299,0.2082
2024-10-15,Meta Ads,Performance_Shopping,1347.64,2342,710,114,1.9,0.3031,0.162
2024-10-15,Meta Ads,Remarketing_Display,547.71,10073,287,67,1.9,0.0285,0.2349
2024-10-15,Meta Ads,Lead_Generation,801.26,1399,416,61,1.93,0.2971,0.1484
2024-10-15,Meta Ads,Display_Generico,1490.82,32427,818,21,1.82,0.0252,0.0268
2024-10-15,Meta Ads,Video_Awareness_Amplo,1698.13,41623,959,35,1.77,0.023,0.0372
2024-10-15,TikTok Ads,Performance_Search,1250.36,2672,1046,254,1.19,0.3914,0.2437
2024-10-15,TikTok Ads,Performance_Shopping,622.62,1534,526,113,1.18,0.3427,0.2158
2024-10-15,TikTok Ads,Remarketing_Display,431.33,12551,388,115,1.11,0.0309,0.2969
2024-10-15,TikTok Ads,Lead_Generation,864.14,1581,656,129,1.32,0.4149,0.1977
2024-10-15,TikTok Ads,Display_Generico,1958.61,56854,1661,59,1.18,0.0292,0.036
2024-10-15,TikTok Ads,Video_Awareness_Amplo,1510.56,52298,1369,62,1.1,0.0262,0.0459
2024-10-16,Google Ads,Performance_Search,900.6,1029,383,84,2.35,0.372,0.2195
2024-10-16,Google Ads,Performance_Shopping,1059.04,1385,455,79,2.33,0.3285,0.1758
2024-10-16,Google Ads,Remarketing_Display,433.16,5359,164,39,2.64,0.0306,0.2381
2024-10-16,Google Ads,Lead_Generation,1302.63,1749,565,102,2.3,0.323,0.1819
2024-10-16,Google Ads,Display_Generico,1388.66,23687,533,14,2.6,0.0225,0.0276
2024-10-16,Google Ads,Video_Awareness_Amplo,1753.9,32972,749,29,2.34,0.0227,0.0397
2024-10-16,Meta Ads,Performance_Search,855.59,1316,448,90,1.91,0.3404,0.2025
2024-10-16,Meta Ads,Performance_Shopping,823.42,1381,460,71,1.79,0.3329,0.1563
2024-10-16,Meta Ads,Remarketing_Display,381.09,8036,198,45,1.92,0.0246,0.2306
2024-10-16,Meta Ads,Lead_Generation,654.65,1168,344,56,1.9,0.2944,0.1641
2024-10-16,Meta Ads,Display_Generico,1250.71,26606,644,17,1.94,0.0242,0.0277
2024-10-16,Meta Ads,Video_Awareness_Amplo,1991.4,52843,1226,47,1.62,0.0232,0.0389
2024-10-16,TikTok Ads,Performance_Search,905.06,2053,724,181,1.25,0.3526,0.2506
2024-10-16,TikTok Ads,Performance_Shopping,634.77,1380,506,105,1.25,0.3666,0.2076
2024-10-16,TikTok Ads,Remarketing_Display,333.55,9533,271,72,1.23,0.0284,0.2686
2024-10-16,TikTok Ads,Lead_Generation,1131.58,2475,1007,197,1.12,0.4068,0.1959
2024-10-16,TikTok Ads,Display_Generico,1722.31,47436,1550,46,1.11,0.0327,0.0298
2024-10-16,TikTok Ads,Video_Awareness_Amplo,1949.2,65643,1690,69,1.15,0.0257,0.041
2024-10-17,Google Ads,Performance_Search,1398.37,1598,530,127,2.64,0.3317,0.2404
2024-10-17,Google Ads,Performance_Shopping,692.22,731,264,53,2.62,0.361,0.2022
2024-10-17,Google Ads,Remarketing_Display,395.17,5477,161,39,2.45,0.0294,0.2449
2024-10-17,Google Ads,Lead_Generation,607.48,644,232,38,2.61,0.3599,0.1674
2024-10-17,Google Ads,Display_Generico,1447.13,19544,600,18,2.41,0.0307,0.0314
2024-10-17,Google Ads,Video_Awareness_Amplo,1963.74,24151,746,28,2.63,0.0309,0.038
2024-10-17,Meta Ads,Performance_Search,659.18,1179,347,75,1.89,0.2943,0.2171
2024-10-17,Meta Ads,Performance_Shopping,1322.83,2350,730,125,1.81,0.3105,0.1719
2024-10-17,Meta Ads,Remarketing_Display,496.01,12338,262,62,1.89,0.0212,0.2387
2024-10-17,Meta Ads,Lead_Generation,1122.4,2226,686,105,1.63,0.308,0.1533
2024-10-17,Meta Ads,Display_Generico,1332.64,38543,795,23,1.68,0.0206,0.0292
2024-10-17,Meta Ads,Video_Awareness_Amplo,1200.16,30327,685,25,1.75,0.0226,0.0377
2024-10-17,TikTok Ads,Performance_Search,1178.76,2378,925,227,1.27,0.3889,0.2464
2024-10-17,TikTok Ads,Performance_Shopping,921.3,2129,747,161,1.23,0.3508,0.2167
2024-10-17,TikTok Ads,Remarketing_Display,315.71,8040,245,67,1.29,0.0305,0.2767
2024-10-17,TikTok Ads,Lead_Generation,1073.81,2241,848,156,1.27,0.3784,0.1843
2024-10-17,TikTok Ads,Display_Generico,1432.62,48395,1289,38,1.11,0.0266,0.0297
2024-10-17,TikTok Ads,Video_Awareness_Amplo,2014.29,59082,1594,63,1.26,0.027,0.0396
2024-10-18,Google Ads,Performance_Search,994.24,1093,404,87,2.46,0.3693,0.2157
2024-10-18,Google Ads,Performance_Shopping,1313.41,1676,571,117,2.3,0.3406,0.2065
2024-10-18,Google Ads,Remarketing_Display,289.35,4662,118,29,2.45,0.0253,0.2516
2024-10-18,Google Ads,Lead_Generation,811.18,793,302,54,2.68,0.3806,0.1819
2024-10-18,Google Ads,Display_Generico,1542.97,18346,562,16,2.74,0.0306,0.0291
2024-10-18,Google Ads,Video_Awareness_Amplo,1237.79,15674,479,17,2.58,0.0306,0.037
2024-10-18,Meta Ads,Performance_Search,1043.67,1709,528,100,1.98,0.3089,0.1902
2024-10-18,Meta Ads,Performance_Shopping,1347.03,2329,810,146,1.66,0.3477,0.1806
2024-10-18,Meta Ads,Remarketing_Display,397.78,11655,241,52,1.65,0.0207,0.2194
2024-10-18,Meta Ads,Lead_Generation,1177.19,1953,655,103,1.8,0.3353,0.1582
2024-10-18,Meta Ads,Display_Generico,1717.48,31211,872,25,1.97,0.0279,0.0292
2024-10-18,Meta Ads,Video_Awareness_Amplo,1386.4,27742,738,28,1.88,0.0266,0.0391
2024-10-18,TikTok Ads,Performance_Search,1009.97,2370,880,200,1.15,0.3712,0.2284
2024-10-18,TikTok Ads,Performance_Shopping,760.74,1554,637,124,1.19,0.4098,0.1961
2024-10-18,TikTok Ads,Remarketing_Display,368.33,10054,286,85,1.28,0.0284,0.3004
2024-10-18,TikTok Ads,Lead_Generation,802.73,1935,676,138,1.19,0.3493,0.2054
2024-10-18,TikTok Ads,Display_Generico,2035.03,60762,1594,57,1.28,0.0262,0.0361
2024-10-18,TikTok Ads,Video_Awareness_Amplo,2074.08,53666,1750,84,1.18,0.0326,0.0483
2024-10-19,Google Ads,Performance_Search,600.31,691,260,56,2.31,0.3757,0.219
2024-10-19,Google Ads,Performance_Shopping,922.23,1151,365,69,2.53,0.3171,0.1897
2024-10-19,Google Ads,Remarketing_Display,319.39,5216,141,32,2.26,0.027,0.2328
2024-10-19,Google Ads,Lead_Generation,730.46,744,267,47,2.73,0.3587,0.1766
2024-10-19,Google Ads,Display_Generico,1001.62,13863,395,12,2.53,0.0285,0.0316
2024-10-19,Google Ads,Video_Awareness_Amplo,1301.15,15101,504,21,2.58,0.0334,0.0426
2024-10-19,Meta Ads,Performance_Search,441.32,705,244,52,1.8,0.3458,0.2156
2024-10-19,Meta Ads,Performance_Shopping,583.84,986,310,49,1.88,0.3143,0.1581
2024-10-19,Meta Ads,Remarketing_Display,350.35,6978,179,36,1.96,0.0256,0.2033
2024-10-19,Meta Ads,Lead_Generation,826.9,1574,461,66,1.79,0.2928,0.1435
2024-10-19,Meta Ads,Display_Generico,842.58,19154,451,11,1.87,0.0235,0.025
2024-10-19,Meta Ads,Video_Awareness_Amplo,1340.67,31142,682,23,1.96,0.0219,0.0341
2024-10-19,TikTok Ads,Performance_Search,702.03,1773,628,147,1.12,0.3541,0.2341
2024-10-19,TikTok Ads,Performance_Shopping,901.15,1692,687,149,1.31,0.406,0.2172
2024-10-19,TikTok Ads,Remarketing_Display,319.87,8710,268,75,1.19,0.0308,0.2824
2024-10-19,TikTok Ads,Lead_Generation,779.64,1966,706,144,1.1,0.3591,0.2043
2024-10-19,TikTok Ads,Display_Generico,961.66,28522,840,26,1.14,0.0295,0.0316
2024-10-19,TikTok Ads,Video_Awareness_Amplo,802.93,22115,710,29,1.13,0.0321,0.0416
2024-10-20,Google Ads,Performance_Search,733.0,1000,318,75,2.3,0.3179,0.2359
2024-10-20,Google Ads,Performance_Shopping,795.67,971,308,55,2.58,0.3172,0.1801
2024-10-20,Google Ads,Remarketing_Display,336.91,4602,145,36,2.32,0.0315,0.2542
2024-10-20,Google Ads,Lead_Generation,784.7,886,305,49,2.57,0.3442,0.1629
2024-10-20,Google Ads,Display_Generico,1181.31,19431,445,13,2.65,0.0229,0.0293
2024-10-20,Google Ads,Video_Awareness_Amplo,971.8,16218,384,16,2.53,0.0237,0.0435
2024-10-20,Meta Ads,Performance_Search,677.7,1019,347,64,1.95,0.3403,0.1858
2024-10-20,Meta Ads,Performance_Shopping,445.61,713,230,35,1.93,0.3223,0.1546
2024-10-20,Meta Ads,Remarketing_Display,359.57,8488,200,45,1.79,0.0236,0.2257
2024-10-20,Meta Ads,Lead_Generation,830.74,1607,500,73,1.66,0.311,0.1475
2024-10-20,Meta Ads,Display_Generico,1289.92,27586,678,18,1.9,0.0246,0.0279
2024-10-20,Meta Ads,Video_Awareness_Amplo,1000.25,17858,547,19,1.83,0.0306,0.0363
2024-10-20,TikTok Ads,Performance_Search,923.13,2087,733,187,1.26,0.3512,0.2563
2024-10-20,TikTok Ads,Performance_Shopping,461.75,982,382,86,1.21,0.3886,0.2254
2024-10-20,TikTok Ads,Remarketing_Display,225.02,4876,174,43,1.29,0.0357,0.2524
2024-10-20,TikTok Ads,Lead_Generation,865.52,2174,757,154,1.14,0.3482,0.2042
2024-10-20,TikTok Ads,Display_Generico,998.79,26157,812,25,1.23,0.031,0.0311
2024-10-20,TikTok Ads,Video_Awareness_Amplo,1179.25,40314,1080,51,1.09,0.0268,0.0479
2024-10-21,Google Ads,Performance_Search,1390.11,1704,557,120,2.49,0.3268,0.2166
2024-10-21,Google Ads,Performance_Shopping,1324.53,1787,579,118,2.29,0.324,0.205
2024-10-21,Google Ads,Remarketing_Display,404.8,7345,176,47,2.29,0.024,0.2691
2024-10-21,Google Ads,Lead_Generation,992.51,1125,425,77,2.33,0.3776,0.1817
2024-10-21,Google Ads,Display_Generico,1167.05,18260,459,13,2.54,0.0251,0.0302
2024-10-21,Google Ads,Video_Awareness_Amplo,1423.55,20280,591,23,2.41,0.0291,0.0403
2024-10-21,Meta Ads,Performance_Search,911.08,1568,549,101,1.66,0.35,0.1851
2024-10-21,Meta Ads,Performance_Shopping,1115.21,2032,675,106,1.65,0.3321,0.1571
2024-10-21,Meta Ads,Remarketing_Display,351.64,8084,189,42,1.85,0.0234,0.2265
2024-10-21,Meta Ads,Lead_Generation,678.83,1194,400,55,1.69,0.335,0.1388
2024-10-21,Meta Ads,Display_Generico,1255.91,35723,739,18,1.7,0.0207,0.0248
2024-10-21,Meta Ads,Video_Awareness_Amplo,1425.67,29370,862,28,1.65,0.0293,0.0329
2024-10-21,TikTok Ads,Performance_Search,1310.72,2934,1026,224,1.28,0.3497,0.219
2024-10-21,TikTok Ads,Performance_Shopping,614.89,1280,503,107,1.22,0.3929,0.214
2024-10-21,TikTok Ads,Remarketing_Display,440.86,11347,392,104,1.12,0.0345,0.2655
2024-10-21,TikTok Ads,Lead_Generation,1418.14,3339,1209,243,1.17,0.362,0.2017
2024-10-21,TikTok Ads,Display_Generico,1711.98,46643,1366,48,1.25,0.0293,0.0356
2024-10-21,TikTok Ads,Video_Awareness_Amplo,2062.64,63859,1740,78,1.18,0.0272,0.0453
2024-10-22,Google Ads,Performance_Search,1391.03,1422,543,115,2.56,0.3818,0.2131
2024-10-22,Google Ads,Performance_Shopping,1357.14,1728,588,111,2.31,0.3401,0.1898
2024-10-22,Google Ads,Remarketing_Display,472.79,6014,197,53,2.4,0.0328,0.2702
2024-10-22,Google Ads,Lead_Generation,1257.83,1700,545,92,2.31,0.3205,0.1699
2024-10-22,Google Ads,Display_Generico,1910.11,27920,826,24,2.31,0.0296,0.0302
2024-10-22,Google Ads,Video_Awareness_Amplo,1870.72,25128,758,28,2.47,0.0302,0.0373
2024-10-22,Meta Ads,Performance_Search,756.12,1255,388,84,1.95,0.3091,0.2172
2024-10-22,Meta Ads,Performance_Shopping,611.64,1101,340,63,1.8,0.3088,0.188
2024-10-22,Meta Ads,Remarketing_Display,569.15,14343,333,78,1.7,0.0232,0.2362
2024-10-22,Meta Ads,Lead_Generation,1335.34,2091,718,100,1.86,0.3433,0.1396
2024-10-22,Meta Ads,Display_Generico,1785.17,42489,953,27,1.87,0.0224,0.0285
2024-10-22,Meta Ads,Video_Awareness_Amplo,2089.21,46762,1075,37,1.94,0.023,0.0347
2024-10-22,TikTok Ads,Performance_Search,1000.67,2159,895,201,1.12,0.4145,0.2256
2024-10-22,TikTok Ads,Performance_Shopping,1225.3,2733,1054,200,1.16,0.3856,0.1901
2024-10-22,TikTok Ads,Remarketing_Display,344.63,8908,290,84,1.19,0.0326,0.2903
2024-10-22,TikTok Ads,Lead_Generation,597.86,1346,535,106,1.12,0.3975,0.1987
2024-10-22,TikTok Ads,Display_Generico,1380.81,47892,1216,37,1.14,0.0254,0.0307
2024-10-22,TikTok Ads,Video_Awareness_Amplo,1152.02,26705,943,38,1.22,0.0353,0.0409
2024-10-23,Google Ads,Performance_Search,1216.74,1257,479,111,2.54,0.3808,0.2331
2024-10-23,Google Ads,Performance_Shopping,1303.64,1363,507,93,2.57,0.3718,0.1843
2024-10-23,Google Ads,Remarketing_Display,345.78,4146,127,29,2.71,0.0306,0.2295
2024-10-23,Google Ads,Lead_Generation,1315.81,1613,542,94,2.42,0.3359,0.1742
2024-10-23,Google Ads,Display_Generico,1713.17,26925,680,22,2.52,0.0253,0.0328
2024-10-23,Google Ads,Video_Awareness_Amplo,2095.07,35518,930,33,2.25,0.0262,0.0364
2024-10-23,Meta Ads,Performance_Search,1301.51,2089,671,141,1.94,0.3212,0.2115
2024-10-23,Meta Ads,Performance_Shopping,1175.48,2097,653,106,1.8,0.3113,0.163
2024-10-23,Meta Ads,Remarketing_Display,360.2,8878,197,41,1.82,0.0222,0.2104
2024-10-23,Meta Ads,Lead_Generation,580.92,895,315,51,1.84,0.3516,0.1649
2024-10-23,Meta Ads,Display_Generico,1850.4,39274,972,25,1.9,0.0247,0.0259
2024-10-23,Meta Ads,Video_Awareness_Amplo,1513.0,34000,917,30,1.65,0.027,0.0337
