date,channel,campaign,total_sessions,bounced_sessions,mobile_sessions,desktop_sessions,tablet_sessions,total_pages,total_duration_seconds
2024-06-16,Google Ads,Lead_Generation,208,123,133,63,12,420,15210
2024-06-16,Google Ads,Display_Generico,337,203,231,93,13,672,24160
2024-06-16,Google Ads,Video_Awareness_Amplo,403,240,260,127,16,810,29250
2024-06-16,Meta Ads,Performance_Search,245,144,148,86,11,497,18030
2024-06-16,Meta Ads,Performance_Shopping,401,235,232,145,24,816,29600
2024-06-16,Meta Ads,Remarketing_Display,159,66,112,37,10,391,15270
2024-06-16,Meta Ads,Lead_Generation,175,105,119,51,5,350,12600
2024-06-16,Meta Ads,Display_Generico,405,242,265,118,22,812,29290
2024-06-16,Meta Ads,Video_Awareness_Amplo,541,324,361,157,23,1083,39030
2024-06-16,TikTok Ads,Performance_Search,479,285,304,148,27,964,34800
2024-06-16,TikTok Ads,Performance_Shopping,681,405,435,204,42,1371,49500
2024-06-16,TikTok Ads,Remarketing_Display,156,64,102,48,6,386,15080
2024-06-16,TikTok Ads,Lead_Generation,361,215,232,101,28,726,26200
2024-06-16,TikTok Ads,Display_Generico,940,565,637,265,38,1877,67550
2024-06-16,TikTok Ads,Video_Awareness_Amplo,587,351,388,164,35,1177,42420
2024-06-17,Google Ads,Performance_Search,387,231,254,115,18,777,28020
2024-06-17,Google Ads,Performance_Shopping,404,242,270,119,15,809,29140
2024-06-17,Google Ads,Remarketing_Display,130,53,80,44,6,322,12610
2024-06-17,Google Ads,Lead_Generation,380,229,263,100,17,757,27230
2024-06-17,Google Ads,Display_Generico,409,243,263,128,18,824,29760
2024-06-17,Google Ads,Video_Awareness_Amplo,560,336,376,158,26,1120,40320
2024-06-17,Meta Ads,Performance_Search,282,169,190,77,15,564,20330
2024-06-17,Meta Ads,Performance_Shopping,571,341,376,169,26,1146,41320
2024-06-17,Meta Ads,Remarketing_Display,166,69,109,51,6,408,15930
2024-06-17,Meta Ads,Lead_Generation,477,286,317,138,22,954,34370
2024-06-17,Meta Ads,Display_Generico,938,560,610,285,43,1883,67900
2024-06-17,Meta Ads,Video_Awareness_Amplo,965,575,619,294,52,1940,70000
2024-06-17,TikTok Ads,Performance_Search,467,278,302,139,26,939,33910
2024-06-17,TikTok Ads,Performance_Shopping,987,587,626,304,57,1987,71740
2024-06-17,TikTok Ads,Remarketing_Display,331,136,205,106,20,818,31970
2024-06-17,TikTok Ads,Lead_Generation,868,517,556,268,44,1745,62990
2024-06-17,TikTok Ads,Display_Generico,1383,822,874,441,68,2785,100590
2024-06-17,TikTok Ads,Video_Awareness_Amplo,828,492,520,262,46,1668,60240
2024-06-18,Google Ads,Performance_Search,269,160,176,77,16,541,19550
2024-06-18,Google Ads,Performance_Shopping,404,243,275,115,14,806,29010
2024-06-18,Google Ads,Remarketing_Display,155,64,99,46,10,382,14930
2024-06-18,Google Ads,Lead_Generation,337,202,224,101,12,674,24290
2024-06-18,Google Ads,Display_Generico,407,243,264,120,23,817,29460
2024-06-18,Google Ads,Video_Awareness_Amplo,741,440,468,234,39,1493,53950
2024-06-18,Meta Ads,Performance_Search,363,216,236,108,19,730,26370
2024-06-18,Meta Ads,Performance_Shopping,371,219,227,130,14,751,27180
2024-06-18,Meta Ads,Remarketing_Display,163,68,112,47,4,400,15610
2024-06-18,Meta Ads,Lead_Generation,583,348,379,175,29,1170,42210
2024-06-18,Meta Ads,Display_Generico,788,470,510,235,43,1583,57100
2024-06-18,Meta Ads,Video_Awareness_Amplo,838,496,514,280,44,1693,61220
2024-06-18,TikTok Ads,Performance_Search,599,358,390,186,23,1201,43310
2024-06-18,TikTok Ads,Performance_Shopping,942,560,595,293,54,1897,68500
2024-06-18,TikTok Ads,Remarketing_Display,377,156,242,112,23,929,36270
2024-06-18,TikTok Ads,Lead_Generation,512,307,341,145,26,1024,36890
2024-06-18,TikTok Ads,Display_Generico,997,590,611,331,55,2014,72850
2024-06-18,TikTok Ads,Video_Awareness_Amplo,1150,686,745,339,66,2310,83320
2024-06-19,Google Ads,Performance_Search,454,268,274,143,37,919,33260
2024-06-19,Google Ads,Performance_Shopping,384,227,235,131,18,776,28090
2024-06-19,Google Ads,Remarketing_Display,135,57,98,31,6,330,12840
2024-06-19,Google Ads,Lead_Generation,230,137,151,64,15,462,16690
2024-06-19,Google Ads,Display_Generico,442,264,288,133,21,887,31980
2024-06-19,Google Ads,Video_Awareness_Amplo,474,282,303,146,25,954,34440
2024-06-19,Meta Ads,Performance_Search,282,169,188,84,10,564,20330
2024-06-19,Meta Ads,Performance_Shopping,648,386,414,199,35,1303,47020
2024-06-19,Meta Ads,Remarketing_Display,187,77,122,53,12,462,18040
2024-06-19,Meta Ads,Lead_Generation,484,288,310,142,32,974,35160
2024-06-19,Meta Ads,Display_Generico,705,421,458,214,33,1415,51020
2024-06-19,Meta Ads,Video_Awareness_Amplo,736,438,468,229,39,1481,53460
2024-06-19,TikTok Ads,Performance_Search,442,263,283,131,28,889,32110
2024-06-19,TikTok Ads,Performance_Shopping,643,386,430,181,32,1285,46270
2024-06-19,TikTok Ads,Remarketing_Display,240,100,169,57,14,590,23000
2024-06-19,TikTok Ads,Lead_Generation,703,416,435,240,28,1420,51370
2024-06-19,TikTok Ads,Display_Generico,1007,600,644,304,59,2024,73050
2024-06-19,TikTok Ads,Video_Awareness_Amplo,1036,619,678,306,52,2078,74930
2024-06-20,Google Ads,Performance_Search,234,139,149,73,12,471,17030
2024-06-20,Google Ads,Performance_Shopping,440,261,275,145,20,887,32070
2024-06-20,Google Ads,Remarketing_Display,174,72,112,57,5,429,16740
2024-06-20,Google Ads,Lead_Generation,255,153,170,71,14,510,18360
2024-06-20,Google Ads,Display_Generico,623,372,404,181,38,1250,45090
2024-06-20,Google Ads,Video_Awareness_Amplo,596,355,380,187,29,1198,43250
2024-06-20,Meta Ads,Performance_Search,420,250,267,134,19,845,30500
2024-06-20,Meta Ads,Performance_Shopping,627,378,435,152,40,1249,44910
2024-06-20,Meta Ads,Remarketing_Display,132,54,83,41,8,327,12780
2024-06-20,Meta Ads,Lead_Generation,612,363,385,193,34,1234,44610
2024-06-20,Meta Ads,Display_Generico,627,378,431,157,39,1249,44910
2024-06-20,Meta Ads,Video_Awareness_Amplo,859,510,538,277,44,1731,62550
2024-06-20,TikTok Ads,Performance_Search,626,371,390,205,31,1263,45670
2024-06-20,TikTok Ads,Performance_Shopping,761,452,482,243,36,1533,55390
2024-06-20,TikTok Ads,Remarketing_Display,255,105,166,81,8,630,24600
2024-06-20,TikTok Ads,Lead_Generation,610,363,388,185,37,1227,44310
2024-06-20,TikTok Ads,Display_Generico,1245,746,824,377,44,2492,89770
2024-06-20,TikTok Ads,Video_Awareness_Amplo,1377,818,865,439,73,2774,100210
2024-06-21,Google Ads,Performance_Search,209,123,129,68,12,424,15360
2024-06-21,Google Ads,Performance_Shopping,476,288,335,120,21,946,33960
2024-06-21,Google Ads,Remarketing_Display,151,63,102,41,8,371,14460
2024-06-21,Google Ads,Lead_Generation,485,291,328,132,25,970,34920
2024-06-21,Google Ads,Display_Generico,623,371,401,180,42,1253,45220
2024-06-21,Google Ads,Video_Awareness_Amplo,615,368,407,173,35,1232,44410
2024-06-21,Meta Ads,Performance_Search,664,397,437,199,28,1331,47990
2024-06-21,Meta Ads,Performance_Shopping,670,399,433,190,47,1347,48630
2024-06-21,Meta Ads,Remarketing_Display,133,54,82,43,8,330,12930
2024-06-21,Meta Ads,Lead_Generation,429,257,287,117,25,859,30940
2024-06-21,Meta Ads,Display_Generico,771,462,511,216,44,1543,55590
2024-06-21,Meta Ads,Video_Awareness_Amplo,999,593,629,325,45,2014,72760
2024-06-21,TikTok Ads,Performance_Search,1011,603,651,293,67,2031,73260
2024-06-21,TikTok Ads,Performance_Shopping,766,456,489,225,52,1541,55620
2024-06-21,TikTok Ads,Remarketing_Display,348,143,221,109,18,860,33610
2024-06-21,TikTok Ads,Lead_Generation,833,493,516,277,40,1683,60860
2024-06-21,TikTok Ads,Display_Generico,1201,719,790,366,45,2406,86680
2024-06-21,TikTok Ads,Video_Awareness_Amplo,1532,919,1023,438,71,3064,110330
2024-06-22,Google Ads,Performance_Search,177,106,121,52,4,354,12770
2024-06-22,Google Ads,Performance_Shopping,317,191,223,82,12,632,22720
2024-06-22,Google Ads,Remarketing_Display,82,33,52,25,5,204,8010
2024-06-22,Google Ads,Lead_Generation,235,140,154,72,9,472,17050
2024-06-22,Google Ads,Display_Generico,479,286,311,150,18,961,34670
2024-06-22,Google Ads,Video_Awareness_Amplo,386,231,254,110,22,773,27870
2024-06-22,Meta Ads,Performance_Search,416,250,282,118,16,831,29900
2024-06-22,Meta Ads,Performance_Shopping,402,241,272,108,22,804,28970
2024-06-22,Meta Ads,Remarketing_Display,137,56,86,41,10,339,13270
2024-06-22,Meta Ads,Lead_Generation,402,240,264,116,22,807,29100
2024-06-22,Meta Ads,Display_Generico,589,353,394,172,23,1179,42460
2024-06-22,Meta Ads,Video_Awareness_Amplo,383,231,265,101,17,763,27420
2024-06-22,TikTok Ads,Performance_Search,312,188,214,86,12,622,22360
2024-06-22,TikTok Ads,Performance_Shopping,462,276,303,132,27,927,33420
2024-06-22,TikTok Ads,Remarketing_Display,209,87,142,61,6,514,20040
2024-06-22,TikTok Ads,Lead_Generation,364,217,239,108,17,731,26390
2024-06-22,TikTok Ads,Display_Generico,866,518,568,244,54,1736,62560
2024-06-22,TikTok Ads,Video_Awareness_Amplo,827,497,557,231,39,1652,59440
2024-06-23,Google Ads,Performance_Search,147,87,96,42,9,297,10740
2024-06-23,Google Ads,Performance_Shopping,252,151,167,74,11,504,18170
2024-06-23,Google Ads,Remarketing_Display,94,39,62,24,8,231,9030
2024-06-23,Google Ads,Lead_Generation,275,161,159,94,22,560,20320
2024-06-23,Google Ads,Display_Generico,400,238,257,124,19,805,29060
2024-06-23,Google Ads,Video_Awareness_Amplo,281,166,174,86,21,568,20570
2024-06-23,Meta Ads,Performance_Search,259,153,163,81,15,524,18960
2024-06-23,Meta Ads,Performance_Shopping,326,194,212,93,21,656,23680
2024-06-23,Meta Ads,Remarketing_Display,122,50,77,38,7,302,11800
2024-06-23,Meta Ads,Lead_Generation,250,150,169,68,13,500,18000
2024-06-23,Meta Ads,Display_Generico,566,340,385,155,26,1131,40700
2024-06-23,Meta Ads,Video_Awareness_Amplo,501,300,336,141,24,1003,36150
2024-06-23,TikTok Ads,Performance_Search,580,349,396,156,28,1157,41630
2024-06-23,TikTok Ads,Performance_Shopping,304,183,209,83,12,606,21810
2024-06-23,TikTok Ads,Remarketing_Display,239,98,145,76,18,591,23110
2024-06-23,TikTok Ads,Lead_Generation,591,354,394,172,25,1183,42630
2024-06-23,TikTok Ads,Display_Generico,1021,611,671,302,48,2046,73720
2024-06-23,TikTok Ads,Video_Awareness_Amplo,1024,610,656,302,66,2059,74300
2024-06-24,Google Ads,Performance_Search,207,124,141,56,10,414,14930
2024-06-24,Google Ads,Performance_Shopping,193,113,116,70,7,393,14260
2024-06-24,Google Ads,Remarketing_Display,132,54,86,39,7,327,12780
2024-06-24,Google Ads,Lead_Generation,313,187,204,96,13,628,22640
2024-06-24,Google Ads,Display_Generico,398,237,258,118,22,800,28890
2024-06-24,Google Ads,Video_Awareness_Amplo,629,376,414,188,27,1261,45470
2024-06-24,Meta Ads,Performance_Search,489,293,327,142,20,979,35260
2024-06-24,Meta Ads,Performance_Shopping,337,199,209,110,18,682,24680
2024-06-24,Meta Ads,Remarketing_Display,185,77,130,48,7,455,17740
2024-06-24,Meta Ads,Lead_Generation,471,282,316,138,17,943,33990
2024-06-24,Meta Ads,Display_Generico,721,429,457,238,26,1451,52380
2024-06-24,Meta Ads,Video_Awareness_Amplo,718,428,460,215,43,1443,52060
2024-06-24,TikTok Ads,Performance_Search,634,377,405,198,31,1276,46090
2024-06-24,TikTok Ads,Performance_Shopping,470,282,317,129,24,940,33840
2024-06-24,TikTok Ads,Remarketing_Display,307,128,212,78,17,754,29410
2024-06-24,TikTok Ads,Lead_Generation,848,502,526,276,46,1713,61940
2024-06-24,TikTok Ads,Display_Generico,1600,957,1049,476,75,3207,115590
2024-06-24,TikTok Ads,Video_Awareness_Amplo,1120,665,702,345,73,2257,81550
2024-06-25,Google Ads,Performance_Search,475,282,299,152,24,957,34590
2024-06-25,Google Ads,Performance_Shopping,263,154,151,94,18,535,19430
2024-06-25,Google Ads,Remarketing_Display,137,56,90,43,4,339,13270
2024-06-25,Google Ads,Lead_Generation,315,185,187,114,14,640,23200
2024-06-25,Google Ads,Display_Generico,355,212,233,109,13,712,25690
2024-06-25,Google Ads,Video_Awareness_Amplo,603,359,387,189,27,1213,43780
2024-06-25,Meta Ads,Performance_Search,432,257,275,134,23,869,31390
2024-06-25,Meta Ads,Performance_Shopping,453,272,304,128,21,905,32590
2024-06-25,Meta Ads,Remarketing_Display,171,71,113,49,9,421,16420
2024-06-25,Meta Ads,Lead_Generation,686,411,454,206,26,1373,49470
2024-06-25,Meta Ads,Display_Generico,949,567,618,275,56,1904,68640
2024-06-25,Meta Ads,Video_Awareness_Amplo,965,573,607,309,49,1945,70260
2024-06-25,TikTok Ads,Performance_Search,523,311,330,172,21,1053,38020
2024-06-25,TikTok Ads,Performance_Shopping,428,257,293,126,9,855,30790
2024-06-25,TikTok Ads,Remarketing_Display,391,163,267,109,15,961,37460
2024-06-25,TikTok Ads,Lead_Generation,583,347,374,177,32,1173,42340
2024-06-25,TikTok Ads,Display_Generico,1213,725,791,358,64,2433,87700
2024-06-25,TikTok Ads,Video_Awareness_Amplo,1008,602,654,307,47,2023,72940
2024-06-26,Google Ads,Performance_Search,195,116,127,59,9,392,14170
2024-06-26,Google Ads,Performance_Shopping,501,301,338,144,19,1001,36020
2024-06-26,Google Ads,Remarketing_Display,119,49,81,29,9,294,11480
2024-06-26,Google Ads,Lead_Generation,394,238,275,104,15,784,28160
2024-06-26,Google Ads,Display_Generico,527,315,348,152,27,1057,38100
2024-06-26,Google Ads,Video_Awareness_Amplo,723,435,490,206,27,1443,51900
2024-06-26,Meta Ads,Performance_Search,542,323,348,164,30,1089,39310
2024-06-26,Meta Ads,Performance_Shopping,451,269,292,141,18,906,32680
2024-06-26,Meta Ads,Remarketing_Display,260,107,165,82,13,642,25090
2024-06-26,Meta Ads,Lead_Generation,316,187,196,107,13,638,23090
2024-06-26,Meta Ads,Display_Generico,656,392,433,194,29,1316,47440
2024-06-26,Meta Ads,Video_Awareness_Amplo,772,461,501,230,41,1549,55870
2024-06-26,TikTok Ads,Performance_Search,509,304,335,144,30,1021,36830
2024-06-26,TikTok Ads,Performance_Shopping,656,394,442,183,31,1311,47180
2024-06-26,TikTok Ads,Remarketing_Display,238,98,155,77,6,588,22960
2024-06-26,TikTok Ads,Lead_Generation,1040,620,670,324,46,2090,75400
2024-06-26,TikTok Ads,Display_Generico,1189,708,760,370,59,2391,86310
2024-06-26,TikTok Ads,Video_Awareness_Amplo,1480,881,941,477,62,2977,107470
2024-06-27,Google Ads,Performance_Search,518,307,324,165,29,1045,37790
2024-06-27,Google Ads,Performance_Shopping,296,179,207,71,18,588,21130
2024-06-27,Google Ads,Remarketing_Display,139,58,96,37,6,341,13310
2024-06-27,Google Ads,Lead_Generation,292,174,189,90,13,587,21180
2024-06-27,Google Ads,Display_Generico,751,452,510,216,25,1498,53890
2024-06-27,Google Ads,Video_Awareness_Amplo,490,293,320,143,27,982,35410
2024-06-27,Meta Ads,Performance_Search,434,258,274,142,18,874,31560
2024-06-27,Meta Ads,Performance_Shopping,651,391,437,187,27,1301,46820
2024-06-27,Meta Ads,Remarketing_Display,196,81,127,59,10,483,18870
2024-06-27,Meta Ads,Lead_Generation,476,282,299,147,30,961,34740
2024-06-27,Meta Ads,Display_Generico,940,565,637,246,57,1877,67550
2024-06-27,Meta Ads,Video_Awareness_Amplo,793,474,521,242,30,1590,57330
2024-06-27,TikTok Ads,Performance_Search,638,383,431,190,17,1275,45910
2024-06-27,TikTok Ads,Performance_Shopping,552,329,358,166,28,1109,40030
2024-06-27,TikTok Ads,Remarketing_Display,268,110,166,96,6,663,25900
2024-06-27,TikTok Ads,Lead_Generation,452,268,280,147,25,912,32960
2024-06-27,TikTok Ads,Display_Generico,878,524,573,260,45,1763,63580
2024-06-27,TikTok Ads,Video_Awareness_Amplo,879,524,566,265,48,1766,63730
2024-06-28,Google Ads,Performance_Search,481,289,328,135,18,961,34580
2024-06-28,Google Ads,Performance_Shopping,410,243,257,125,28,827,29910
2024-06-28,Google Ads,Remarketing_Display,174,72,115,45,14,429,16740
2024-06-28,Google Ads,Lead_Generation,362,217,244,96,22,724,26090
2024-06-28,Google Ads,Display_Generico,492,295,327,139,26,984,35450
2024-06-28,Google Ads,Video_Awareness_Amplo,718,430,477,207,34,1438,51800
2024-06-28,Meta Ads,Performance_Search,532,317,345,163,24,1069,38590
2024-06-28,Meta Ads,Performance_Shopping,315,190,217,88,10,627,22550
2024-06-28,Meta Ads,Remarketing_Display,251,103,157,78,16,621,24260
2024-06-28,Meta Ads,Lead_Generation,444,265,292,133,19,891,32150
2024-06-28,Meta Ads,Display_Generico,538,322,355,165,18,1078,38840
2024-06-28,Meta Ads,Video_Awareness_Amplo,875,521,562,270,43,1760,63520
2024-06-28,TikTok Ads,Performance_Search,971,581,639,288,44,1946,70120
2024-06-28,TikTok Ads,Performance_Shopping,614,365,390,188,36,1236,44650
2024-06-28,TikTok Ads,Remarketing_Display,381,159,257,107,17,936,36480
2024-06-28,TikTok Ads,Lead_Generation,524,312,338,162,24,1054,38040
2024-06-28,TikTok Ads,Display_Generico,1329,801,915,356,58,2649,95220
2024-06-28,TikTok Ads,Video_Awareness_Amplo,1162,693,749,365,48,2334,84210
2024-06-29,Google Ads,Performance_Search,134,80,91,34,9,269,9700
2024-06-29,Google Ads,Performance_Shopping,171,101,106,59,6,346,12520
2024-06-29,Google Ads,Remarketing_Display,79,33,54,21,4,194,7560
2024-06-29,Google Ads,Lead_Generation,142,85,96,45,1,284,10250
2024-06-29,Google Ads,Display_Generico,347,207,226,99,22,697,25140
2024-06-29,Google Ads,Video_Awareness_Amplo,454,272,305,126,23,909,32740
2024-06-29,Meta Ads,Performance_Search,428,257,287,123,18,855,30790
2024-06-29,Meta Ads,Performance_Shopping,249,148,157,82,10,501,18110
2024-06-29,Meta Ads,Remarketing_Display,146,61,100,39,7,358,13970
2024-06-29,Meta Ads,Lead_Generation,369,220,238,114,17,741,26750
2024-06-29,Meta Ads,Display_Generico,434,260,287,120,27,869,31300
2024-06-29,Meta Ads,Video_Awareness_Amplo,506,303,337,151,18,1013,36510
2024-06-29,TikTok Ads,Performance_Search,608,361,380,196,32,1225,44270
2024-06-29,TikTok Ads,Performance_Shopping,573,344,384,159,30,1145,41230
2024-06-29,TikTok Ads,Remarketing_Display,190,78,123,56,11,470,18360
2024-06-29,TikTok Ads,Lead_Generation,453,267,270,163,20,918,33240
2024-06-29,TikTok Ads,Display_Generico,754,450,487,228,39,1514,54600
2024-06-29,TikTok Ads,Video_Awareness_Amplo,591,352,381,172,38,1188,42890
2024-06-30,Google Ads,Performance_Search,143,83,80,52,11,293,10660
2024-06-30,Google Ads,Performance_Shopping,134,80,89,40,5,269,9700
2024-06-30,Google Ads,Remarketing_Display,93,38,58,30,5,230,9010
2024-06-30,Google Ads,Lead_Generation,271,161,173,86,12,546,19720
2024-06-30,Google Ads,Display_Generico,407,242,262,126,19,819,29590
2024-06-30,Google Ads,Video_Awareness_Amplo,309,184,200,90,19,621,22430
2024-06-30,Meta Ads,Performance_Search,364,217,236,106,22,731,26390
2024-06-30,Meta Ads,Performance_Shopping,170,100,105,54,11,345,12500
2024-06-30,Meta Ads,Remarketing_Display,93,38,64,26,3,230,9010
2024-06-30,Meta Ads,Lead_Generation,325,193,204,106,15,655,23660
2024-06-30,Meta Ads,Display_Generico,455,274,310,127,18,907,32630
2024-06-30,Meta Ads,Video_Awareness_Amplo,510,306,340,146,24,1020,36720
2024-06-30,TikTok Ads,Performance_Search,382,227,243,116,23,769,27790
2024-06-30,TikTok Ads,Performance_Shopping,417,247,257,138,22,842,30440
2024-06-30,TikTok Ads,Remarketing_Display,229,94,141,76,12,566,22130
2024-06-30,TikTok Ads,Lead_Generation,480,289,332,126,22,957,34430
2024-06-30,TikTok Ads,Display_Generico,729,433,462,222,45,1469,53060
2024-06-30,TikTok Ads,Video_Awareness_Amplo,644,383,409,206,29,1296,46810
2024-07-01,Google Ads,Performance_Search,383,230,259,108,16,765,27550
2024-07-01,Google Ads,Performance_Shopping,379,225,241,118,20,764,27600
2024-07-01,Google Ads,Remarketing_Display,96,40,67,22,7,236,9200
2024-07-01,Google Ads,Lead_Generation,220,131,146,68,6,442,15970
2024-07-01,Google Ads,Display_Generico,537,319,342,169,26,1082,39080
2024-07-01,Google Ads,Video_Awareness_Amplo,586,352,394,170,22,1171,42140
2024-07-01,Meta Ads,Performance_Search,368,220,240,111,17,738,26600
2024-07-01,Meta Ads,Performance_Shopping,512,307,346,143,23,1024,36890
2024-07-01,Meta Ads,Remarketing_Display,170,70,109,56,5,420,16400
2024-07-01,Meta Ads,Lead_Generation,314,188,210,94,10,629,22660
2024-07-01,Meta Ads,Display_Generico,794,475,523,229,42,1591,57350
2024-07-01,Meta Ads,Video_Awareness_Amplo,607,360,378,188,41,1224,44250
2024-07-01,TikTok Ads,Performance_Search,614,363,376,197,41,1241,44910
2024-07-01,TikTok Ads,Performance_Shopping,913,545,590,272,51,1833,66100
2024-07-01,TikTok Ads,Remarketing_Display,309,128,204,87,18,761,29710
2024-07-01,TikTok Ads,Lead_Generation,546,327,364,159,23,1093,39390
2024-07-01,TikTok Ads,Display_Generico,1038,619,667,301,70,2085,75230
2024-07-01,TikTok Ads,Video_Awareness_Amplo,1009,601,645,310,54,2029,73220
2024-07-02,Google Ads,Performance_Search,208,123,132,61,15,420,15210
2024-07-02,Google Ads,Performance_Shopping,353,211,233,102,18,708,25520
2024-07-02,Google Ads,Remarketing_Display,109,45,71,35,3,269,10500
2024-07-02,Google Ads,Lead_Generation,166,96,90,67,9,341,12420
2024-07-02,Google Ads,Display_Generico,463,278,314,133,16,925,33310
2024-07-02,Google Ads,Video_Awareness_Amplo,392,233,247,130,15,789,28510
2024-07-02,Meta Ads,Performance_Search,535,318,339,161,35,1077,38910
2024-07-02,Meta Ads,Performance_Shopping,289,171,181,93,15,584,21120
2024-07-02,Meta Ads,Remarketing_Display,210,87,140,63,7,517,20190
2024-07-02,Meta Ads,Lead_Generation,367,219,240,119,8,737,26580
2024-07-02,Meta Ads,Display_Generico,543,321,330,177,36,1098,39720
2024-07-02,Meta Ads,Video_Awareness_Amplo,465,274,281,157,27,942,34130
2024-07-02,TikTok Ads,Performance_Search,564,336,364,169,31,1134,40920
2024-07-02,TikTok Ads,Performance_Shopping,502,297,307,175,20,1014,36690
2024-07-02,TikTok Ads,Remarketing_Display,301,125,202,88,11,741,28900
2024-07-02,TikTok Ads,Lead_Generation,544,325,359,159,26,1091,39350
2024-07-02,TikTok Ads,Display_Generico,1290,769,831,400,59,2592,93530
2024-07-02,TikTok Ads,Video_Awareness_Amplo,1559,929,1001,478,80,3134,113080
2024-07-03,Google Ads,Performance_Search,223,132,140,68,15,450,16290
2024-07-03,Google Ads,Performance_Shopping,477,284,304,155,18,959,34630
2024-07-03,Google Ads,Remarketing_Display,127,52,80,43,4,314,12290
2024-07-03,Google Ads,Lead_Generation,217,130,146,67,4,434,15650
2024-07-03,Google Ads,Display_Generico,489,293,325,142,22,979,35260
2024-07-03,Google Ads,Video_Awareness_Amplo,386,230,252,111,23,776,28000
2024-07-03,Meta Ads,Performance_Search,345,204,214,111,20,697,25230
2024-07-03,Meta Ads,Performance_Shopping,408,239,236,146,26,830,30130
2024-07-03,Meta Ads,Remarketing_Display,208,86,135,67,6,513,20020
2024-07-03,Meta Ads,Lead_Generation,300,179,197,89,14,602,21730
2024-07-03,Meta Ads,Display_Generico,1006,599,642,310,54,2023,73030
2024-07-03,Meta Ads,Video_Awareness_Amplo,842,500,527,270,45,1697,61300
2024-07-03,TikTok Ads,Performance_Search,579,345,376,177,26,1164,42000
2024-07-03,TikTok Ads,Performance_Shopping,527,313,336,167,24,1062,38360
2024-07-03,TikTok Ads,Remarketing_Display,340,140,214,113,13,840,32800
2024-07-03,TikTok Ads,Lead_Generation,638,382,425,183,30,1278,46040
2024-07-03,TikTok Ads,Display_Generico,988,591,649,289,50,1980,71370
2024-07-03,TikTok Ads,Video_Awareness_Amplo,1300,781,874,351,75,2597,93470
2024-07-04,Google Ads,Performance_Search,273,162,170,90,13,550,19890
2024-07-04,Google Ads,Performance_Shopping,256,152,163,76,17,516,18640
2024-07-04,Google Ads,Remarketing_Display,166,67,98,59,9,413,16190
2024-07-04,Google Ads,Lead_Generation,322,192,208,100,14,647,23340
2024-07-04,Google Ads,Display_Generico,412,245,262,127,23,829,29950
2024-07-04,Google Ads,Video_Awareness_Amplo,579,345,370,177,32,1164,42000
2024-07-04,Meta Ads,Performance_Search,609,362,385,193,31,1226,44290
2024-07-04,Meta Ads,Performance_Shopping,331,199,227,93,11,661,23780
2024-07-04,Meta Ads,Remarketing_Display,255,106,168,73,14,627,24470
2024-07-04,Meta Ads,Lead_Generation,330,199,231,86,13,657,23630
2024-07-04,Meta Ads,Display_Generico,876,524,575,251,50,1756,63280
2024-07-04,Meta Ads,Video_Awareness_Amplo,690,412,452,204,34,1385,49940
2024-07-04,TikTok Ads,Performance_Search,681,406,441,215,25,1368,49370
2024-07-04,TikTok Ads,Performance_Shopping,728,435,479,216,33,1460,52650
2024-07-04,TikTok Ads,Remarketing_Display,284,116,174,94,16,704,27520
2024-07-04,TikTok Ads,Lead_Generation,965,577,632,286,47,1935,69740
2024-07-04,TikTok Ads,Display_Generico,832,497,540,252,40,1669,60190
2024-07-04,TikTok Ads,Video_Awareness_Amplo,1526,911,992,455,79,3063,110470
2024-07-05,Google Ads,Performance_Search,251,149,163,72,16,506,18280
2024-07-05,Google Ads,Performance_Shopping,280,168,188,85,7,560,20160
2024-07-05,Google Ads,Remarketing_Display,96,39,59,32,5,238,9330
2024-07-05,Google Ads,Lead_Generation,410,242,253,134,23,830,30040
2024-07-05,Google Ads,Display_Generico,542,322,343,172,27,1092,39440
2024-07-05,Google Ads,Video_Awareness_Amplo,537,321,352,161,24,1077,38820
2024-07-05,Meta Ads,Performance_Search,334,202,235,82,17,664,23840
2024-07-05,Meta Ads,Performance_Shopping,540,323,357,155,28,1082,39010
2024-07-05,Meta Ads,Remarketing_Display,247,102,164,73,10,609,23790
2024-07-05,Meta Ads,Lead_Generation,325,195,223,90,12,650,23400
2024-07-05,Meta Ads,Display_Generico,690,413,459,201,30,1382,49810
2024-07-05,Meta Ads,Video_Awareness_Amplo,978,580,608,331,39,1973,71300
2024-07-05,TikTok Ads,Performance_Search,360,214,228,107,25,725,26180
2024-07-05,TikTok Ads,Performance_Shopping,472,281,300,143,29,949,34270
2024-07-05,TikTok Ads,Remarketing_Display,210,86,133,67,10,520,20320
2024-07-05,TikTok Ads,Lead_Generation,817,484,504,268,45,1649,59630
2024-07-05,TikTok Ads,Display_Generico,772,459,493,239,40,1554,56130
2024-07-05,TikTok Ads,Video_Awareness_Amplo,1095,655,717,324,54,2195,79100
2024-07-06,Google Ads,Performance_Search,293,176,203,82,8,585,21070
2024-07-06,Google Ads,Performance_Shopping,184,109,119,56,9,371,13430
2024-07-06,Google Ads,Remarketing_Display,88,36,61,24,3,218,8520
2024-07-06,Google Ads,Lead_Generation,262,155,161,84,17,529,19150
2024-07-06,Google Ads,Display_Generico,250,149,162,73,15,502,18130
2024-07-06,Google Ads,Video_Awareness_Amplo,424,253,276,131,17,851,30710
